MonthlyDisposableIncome,MonthlyLoanInstallment,YearOfBirth,Collateral,MaritalStatus,DaysPastDue
2809,1209,'1990',Yes,1,96
3347,1169,'1983',Yes,1,0
4142,1271,'1985',No,1,61
3857,1069,'1974',No,0,91
3488,1054,'1986',Yes,1,0
3713,924,'1986',Yes,1,0
3948,1079,'1972',Yes,1,0
3245,1200,'1954',No,1,94
4770,973,'1986',Yes,1,0
2953,995,'1979',No,1,52
3173,957,'1978',No,1,0
4143,1187,'1957',No,0,93
2988,1095,'1973',Yes,1,0
3122,1191,'1983',No,0,96
4201,989,'1967',No,1,0
1883,1080,'1984',Yes,1,92
3658,1265,'1984',Yes,1,0
3004,747,'1993',Yes,0,0
2073,972,'1986',No,0,100
3401,1135,'1985',Yes,1,91
5895,1088,'1985',Yes,1,0
2683,1112,'1976',Yes,1,39
1771,858,'1984',No,0,98
2851,1034,'1989',No,0,61
3274,887,'1982',No,1,0
4035,1467,'1976',Yes,0,0
1974,870,'1969',Yes,0,22
4392,1560,'1974',Yes,0,61
4635,1454,'1985',No,0,94
3432,1076,'1982',No,1,0
5076,1372,'1966',No,1,92
3958,998,'1987',Yes,1,0
3737,892,'1952',Yes,1,0
5202,1312,'1988',Yes,1,0
3183,893,'1979',No,1,59
2006,911,'1969',No,0,99
4293,1146,'1990',No,0,0
4538,1226,'1974',Yes,1,0
5252,1335,'1975',Yes,0,0
4028,876,'1982',Yes,1,0
4245,1351,'1986',Yes,1,0
4505,1193,'1960',No,0,9
2676,1002,'1950',Yes,1,96
2306,937,'1983',Yes,0,47
2975,1180,'1958',No,0,95
2458,711,'1983',No,0,0
2466,999,'1983',Yes,0,91
3932,1182,'1992',No,1,91
3006,1098,'1979',No,1,71
1981,1116,'1977',Yes,0,100
2585,1397,'1985',No,1,103
3702,978,'1980',Yes,1,0
2857,1184,'1979',No,0,94
3135,920,'1980',Yes,1,0
2374,1301,'1939',Yes,1,101
3823,997,'1983',Yes,1,0
1493,753,'1984',Yes,0,0
3477,923,'1967',Yes,1,0
3765,1022,'1981',No,0,0
5435,1001,'1990',Yes,1,0
4409,1088,'1981',Yes,0,0
4626,1477,'1989',Yes,1,0
4382,1339,'1979',Yes,1,0
3125,1243,'1996',No,1,92
3747,1202,'1972',Yes,1,14
3634,1074,'1988',No,0,27
4261,1291,'1985',No,1,19
4461,1159,'1977',Yes,1,0
4039,1004,'1979',No,1,0
5368,987,'1962',Yes,1,0
2775,1083,'1991',Yes,1,42
2956,847,'1984',No,1,0
3379,962,'1978',No,1,0
4933,1446,'1979',No,0,0
2564,928,'1973',No,1,55
2946,944,'1984',No,1,0
2816,984,'1985',Yes,1,0
2901,934,'1983',Yes,1,0
4118,1338,'1992',Yes,1,0
3166,1077,'1971',No,1,91
5973,1060,'1983',No,1,0
1641,852,'1974',Yes,0,100
5241,1280,'1980',No,1,8
5266,1333,'1984',No,0,3
5089,1252,'1981',No,1,0
4492,706,'1974',Yes,1,0
2486,1197,'1995',Yes,1,100
2209,891,'1987',Yes,1,0
2526,1140,'1985',No,0,97
4355,1056,'1992',Yes,0,0
2513,1175,'1988',Yes,1,61
4114,1222,'1983',Yes,1,0
2121,1297,'1973',Yes,1,97
2249,1083,'1976',Yes,0,94
4004,1332,'1990',No,1,91
3754,1156,'1977',Yes,1,0
4779,1158,'1980',No,1,0
4424,1360,'1974',No,1,92
3019,1362,'1988',Yes,0,94
3030,1052,'1975',Yes,1,0
1700,1274,'1977',No,1,111
3764,1055,'1980',Yes,0,0
3688,1134,'1979',Yes,0,0
3680,1445,'1975',No,1,98
5271,1335,'1981',Yes,0,0
2394,919,'1978',Yes,1,56
2473,1198,'1960',No,0,99
2876,1294,'1995',Yes,0,0
4415,1369,'1993',No,1,41
4455,835,'1994',Yes,0,0
3134,1489,'1993',Yes,1,92
4375,1031,'1963',Yes,0,0
2225,956,'1963',No,0,93
4479,1344,'1981',Yes,1,0
4569,887,'1978',Yes,1,0
3978,1146,'1993',No,1,8
3677,868,'1977',No,0,0
3212,897,'1989',No,1,32
4754,1098,'1978',Yes,0,0
4333,682,'1970',Yes,1,0
5034,1287,'1985',Yes,1,0
3299,1306,'1991',No,0,97
4950,1332,'1972',No,0,8
2881,1095,'1984',Yes,1,0
4406,1277,'1965',Yes,0,0
2186,683,'1984',No,0,91
3443,1018,'1977',No,1,0
2670,866,'1988',Yes,1,0
2320,865,'1986',Yes,1,92
2870,1446,'1996',No,0,100
3837,1142,'1991',Yes,1,0
2748,1239,'1983',Yes,1,94
3084,897,'1975',No,0,0
3162,909,'1970',No,0,0
3885,1005,'1983',Yes,0,0
2094,1013,'1979',No,1,98
3180,782,'1978',Yes,1,0
4012,1205,'1968',Yes,1,0
4339,1327,'1986',No,1,0
2957,912,'1975',Yes,0,0
2617,860,'1975',No,1,92
4465,1054,'1988',No,0,94
4678,1371,'1972',Yes,1,50
1995,869,'1952',Yes,0,93
2509,1155,'1987',Yes,1,96
3111,1060,'1983',No,1,92
1998,1014,'1973',Yes,0,93
2566,707,'1971',Yes,0,0
4410,1151,'1990',No,1,0
2730,1337,'1975',Yes,1,96
2390,1124,'1988',Yes,1,94
4544,936,'1984',No,1,0
2857,943,'1983',No,1,0
2454,673,'1971',No,0,34
3427,1200,'1987',Yes,0,76
4656,1385,'1970',No,1,66
5007,913,'1969',Yes,1,0
3361,889,'1970',Yes,1,0
4678,1435,'1991',Yes,1,0
3779,717,'1985',Yes,1,0
2740,731,'1992',Yes,0,0
2380,893,'1982',No,0,6
1970,1150,'1989',Yes,1,103
2321,883,'1983',Yes,0,0
3297,1169,'1986',No,1,92
5481,1344,'1994',No,1,0
4340,880,'1979',Yes,1,0
4214,981,'1972',No,0,0
3607,1644,'1986',No,1,94
3220,1348,'1973',No,1,93
2983,1084,'1973',Yes,1,0
4693,871,'1970',Yes,1,0
2751,948,'1977',Yes,1,0
3640,1350,'1989',Yes,0,93
3966,1279,'1970',No,1,93
3984,1170,'1987',No,1,0
2854,934,'1975',Yes,0,28
3703,887,'1978',Yes,1,0
3486,1090,'1987',Yes,1,0
3611,1004,'1987',Yes,1,0
3041,1112,'1994',Yes,1,0
2016,900,'1974',Yes,1,92
3784,882,'1986',No,1,26
3335,670,'1992',Yes,0,0
2212,859,'1977',No,1,95
2235,1100,'1974',Yes,1,93
4959,847,'1946',Yes,1,0
5493,975,'1987',Yes,0,0
2564,901,'1989',Yes,1,0
2685,707,'1953',Yes,1,0
5111,1278,'1986',No,1,0
4409,1225,'1978',Yes,1,0
4471,1216,'1988',No,0,0
1417,854,'1979',Yes,0,83
3778,1159,'1981',Yes,0,0
4462,1161,'1987',Yes,0,0
2169,1223,'1990',Yes,1,98
3249,962,'1968',Yes,1,0
2789,1356,'1992',Yes,1,96
5040,1043,'1967',Yes,1,0
2572,1377,'1992',Yes,0,92
5164,1080,'1991',Yes,1,0
3792,982,'1989',No,1,0
2543,1384,'1988',Yes,1,98
3569,1037,'1973',Yes,1,0
3712,1187,'1983',No,0,30
3989,1018,'1934',No,0,96
4097,1482,'1987',No,1,92
3361,1085,'1983',Yes,0,0
1458,738,'1987',No,1,100
4030,853,'1986',No,0,52
1356,929,'1981',Yes,1,104
2600,812,'1991',Yes,1,0
3403,1034,'1984',No,1,0
3674,1382,'1987',Yes,0,11
3177,1053,'1991',Yes,1,0
3047,1566,'1987',Yes,1,99
1226,1195,'1973',Yes,1,117
3495,919,'1988',Yes,1,0
3375,1109,'1994',Yes,0,4
3132,1174,'1961',No,1,92
4793,1185,'1994',Yes,0,0
2752,1148,'1980',No,1,96
3539,617,'1990',No,0,0
2501,921,'1979',Yes,1,0
5307,1075,'1986',Yes,1,0
2659,963,'1993',Yes,1,0
3847,1127,'1979',Yes,0,0
2284,1353,'1981',No,1,106
2961,841,'1975',Yes,1,0
3944,1060,'1983',Yes,0,0
3703,1465,'1986',Yes,0,0
4240,1163,'1990',Yes,1,0
1641,717,'1989',Yes,1,55
3222,998,'1992',Yes,0,0
4696,1234,'1984',Yes,0,0
3812,1071,'1982',Yes,1,0
2910,1302,'1977',Yes,0,96
2723,1059,'1984',Yes,1,79
1940,848,'1984',No,0,93
3750,1263,'1967',No,1,92
4291,1087,'1982',Yes,1,0
3310,1245,'1983',No,0,94
3590,787,'1989',Yes,1,0
2915,965,'1997',Yes,1,0
3352,1337,'1977',Yes,1,0
5007,872,'1989',No,1,0
3078,965,'1992',Yes,1,0
2887,887,'1992',No,1,0
5030,1237,'1986',Yes,0,0
1969,779,'1987',No,1,94
4634,989,'1979',Yes,1,0
199,908,'1986',Yes,1,292
3187,824,'1977',Yes,1,0
2514,867,'1994',No,1,97
3068,1326,'1983',Yes,1,66
3102,1148,'1975',No,1,95
3249,954,'1966',Yes,1,0
2538,1097,'1971',Yes,0,20
3975,968,'1986',Yes,0,0
3130,1272,'1974',Yes,1,92
4974,1446,'1974',Yes,1,0
3708,1077,'1988',Yes,0,0
3001,960,'1987',No,1,76
2659,561,'1991',Yes,1,0
3368,918,'1987',Yes,1,0
1966,1079,'1976',No,1,102
2673,891,'1961',No,0,94
3725,1190,'1983',Yes,0,0
4966,1308,'1995',No,1,87
3259,1046,'1981',Yes,0,0
2231,1116,'1946',Yes,1,99
5487,1201,'1972',Yes,1,0
3250,1028,'1993',Yes,1,0
3620,1326,'1997',Yes,1,64
2661,870,'1978',Yes,1,0
2892,927,'1989',Yes,1,0
4596,1089,'1981',Yes,1,0
5041,1274,'1983',No,1,0
2595,900,'1989',No,1,93
4085,1184,'1989',No,1,93
4426,932,'1962',Yes,1,0
3728,1329,'1986',Yes,1,0
4071,1345,'1992',No,1,83
2411,1141,'1985',No,0,103
2740,1258,'1980',No,0,94
2346,1269,'1980',No,1,102
4605,1180,'1991',No,0,0
4019,1110,'1986',No,0,30
3182,918,'1982',Yes,1,0
4384,916,'1982',Yes,1,0
2920,1139,'1985',No,1,23
5092,1259,'1990',Yes,0,0
4436,1236,'1956',Yes,1,0
3982,783,'1979',Yes,1,0
4674,1291,'1992',No,0,8
4646,1218,'1971',No,0,41
2801,881,'1983',Yes,1,0
3595,1076,'1988',No,1,91
2777,1001,'1988',Yes,0,0
2562,1302,'1966',Yes,0,96
5128,1291,'1984',No,1,0
2651,1153,'1983',Yes,1,92
3230,1402,'1992',No,1,94
2208,1205,'1982',Yes,1,96
2117,950,'1979',No,1,97
2554,960,'1982',No,1,0
4096,1093,'1975',Yes,0,0
1906,883,'1980',No,1,95
3538,1218,'1984',No,0,0
2605,1389,'1985',Yes,0,94
3756,1431,'1988',No,1,93
3471,1069,'1980',Yes,0,0
2890,1185,'1990',No,1,94
4501,1020,'1946',No,1,94
2295,1168,'1991',No,0,101
3405,941,'1988',Yes,1,0
4222,1064,'1990',No,0,0
4399,1195,'1965',Yes,1,0
3672,1026,'1980',No,1,0
3018,1140,'1961',No,0,95
4908,1428,'1965',Yes,1,0
4380,1080,'1972',No,0,0
4459,1145,'1993',Yes,0,0
2406,1322,'1977',Yes,1,93
4051,997,'1988',Yes,1,0
4294,965,'1978',No,1,0
3654,1026,'1968',No,1,80
2375,663,'1984',Yes,0,0
3763,1262,'1988',No,1,39
4613,1171,'1970',Yes,0,0
3964,1046,'1996',No,1,0
3748,1057,'1984',Yes,1,0
3762,1148,'1978',Yes,0,0
2984,1187,'1971',No,0,96
4350,1061,'1995',No,0,6
3092,1192,'1979',Yes,1,92
3810,1087,'1982',No,0,0
4013,1267,'1986',No,0,91
4648,1064,'1977',Yes,1,0
3650,692,'1976',No,0,0
3590,1124,'1982',Yes,0,0
4336,1031,'1951',Yes,1,0
3255,1008,'1988',Yes,0,0
2097,1025,'1983',No,1,98
3944,1256,'1991',Yes,1,0
4541,877,'1986',Yes,0,0
3259,1136,'1973',Yes,1,16
4285,978,'1956',No,0,33
2298,1252,'1985',No,1,97
4085,947,'1983',No,0,0
3089,1257,'1991',Yes,0,45
5073,1371,'1969',Yes,1,0
3159,937,'1965',Yes,0,91
4324,1392,'1981',No,0,0
4345,1064,'1981',Yes,0,0
3724,1031,'1979',No,0,32
3377,1382,'1983',No,0,94
3132,412,'1983',Yes,1,0
2538,671,'1985',No,1,11
3680,1149,'1982',Yes,0,0
3766,1044,'1979',No,0,0
3199,1144,'1970',No,1,94
3889,863,'1978',Yes,1,0
3414,1284,'1970',No,1,93
3032,869,'1987',Yes,1,0
3111,973,'1987',Yes,0,0
5522,1172,'1976',No,1,0
4167,1069,'1985',Yes,1,0
3491,1392,'1984',Yes,1,0
4156,1015,'1964',Yes,1,0
3548,1274,'1968',Yes,1,0
2968,813,'1987',Yes,0,0
2126,989,'1994',No,1,101
4098,1072,'1994',No,1,92
3676,1000,'1974',Yes,1,0
3592,1155,'1989',Yes,1,0
2526,1056,'1983',No,1,93
4161,1305,'1984',Yes,1,0
2578,912,'1982',Yes,1,0
2960,842,'1983',Yes,1,0
3467,756,'1968',No,0,0
4797,1264,'1980',Yes,0,0
4507,1520,'1991',Yes,0,0
3156,832,'1984',Yes,1,0
2330,955,'1976',Yes,1,81
3048,754,'1977',No,0,62
4678,975,'1989',No,1,0
5473,1234,'1968',Yes,1,0
4369,1563,'1975',Yes,1,90
4219,1286,'1983',Yes,1,0
4155,1313,'1959',No,1,64
3993,841,'1984',No,0,0
4215,432,'1953',Yes,0,0
3694,1218,'1972',Yes,0,0
4614,1129,'1995',No,1,85
3059,1275,'1984',Yes,1,30
5910,1244,'1982',Yes,1,0
4702,1028,'1983',Yes,0,80
2858,1052,'1980',Yes,1,0
3405,1168,'1986',Yes,1,0
3390,1215,'1957',No,0,81
3840,981,'1986',Yes,0,0
2313,1282,'1975',No,0,103
4033,863,'1971',Yes,1,0
4573,1003,'1993',Yes,1,0
2225,1469,'1986',Yes,1,100
3598,1026,'1982',No,1,0
2602,1105,'1992',Yes,1,95
2748,1211,'1961',Yes,0,67
2030,1176,'1994',No,1,104
4230,1248,'1980',Yes,1,0
3384,1307,'1993',Yes,1,92
2315,631,'1988',No,1,40
2339,1094,'1993',Yes,1,95
4836,1224,'1989',Yes,0,0
3898,861,'1989',Yes,1,0
3767,1276,'1971',No,1,93
3711,1218,'1995',Yes,0,0
1477,1143,'1981',Yes,1,107
831,1143,'1961',No,1,142
4098,910,'1987',Yes,1,0
3865,865,'1986',No,1,0
5157,1254,'1977',No,1,0
2931,1231,'1984',Yes,0,21
2736,955,'1989',Yes,1,0
3696,1319,'1984',Yes,1,8
3563,1263,'1989',No,0,95
3847,990,'1962',Yes,1,0
4404,1188,'1966',Yes,1,0
3042,1210,'1986',Yes,0,17
955,734,'1981',Yes,1,109
1755,684,'1968',Yes,0,92
2783,911,'1982',Yes,0,0
2806,1164,'1980',Yes,1,31
3911,854,'1969',No,0,0
3990,1131,'1982',Yes,1,0
4418,1601,'1968',No,1,92
4745,945,'1980',Yes,0,0
5580,1434,'1981',Yes,1,0
5345,1380,'1961',Yes,1,0
2647,852,'1987',No,1,0
5139,1234,'1970',No,1,93
6419,1378,'1991',Yes,1,0
2834,568,'1979',Yes,1,0
2322,1190,'1979',No,1,97
2881,692,'1996',Yes,1,0
2120,1007,'1967',No,1,99
1480,848,'1989',Yes,1,103
2313,775,'1973',Yes,0,13
2982,820,'1986',Yes,1,0
2659,937,'1980',Yes,1,0
4519,1357,'1981',Yes,1,0
3460,1391,'1981',Yes,0,0
3148,1061,'1982',Yes,1,0
2991,1143,'1981',Yes,0,0
3865,1195,'1965',Yes,1,0
3888,848,'1993',Yes,1,0
3006,935,'1980',Yes,1,0
4442,1115,'1976',No,1,0
4942,1034,'1988',Yes,1,0
3187,1321,'1974',Yes,1,46
2923,982,'1993',No,1,47
3876,1199,'1996',Yes,0,0
3924,1409,'1982',Yes,1,0
2721,712,'1992',Yes,0,0
2584,747,'1984',No,0,0
2169,795,'1979',No,0,95
2978,795,'1982',Yes,1,0
3944,1414,'1978',No,1,66
3138,1421,'1988',Yes,1,54
4142,1154,'1979',No,1,0
3823,1163,'1982',Yes,1,0
3432,973,'1956',Yes,0,0
4785,862,'1994',No,1,39
4468,1263,'1980',Yes,0,0
3193,569,'1989',No,1,0
3333,1122,'1995',No,1,93
3631,1091,'1989',Yes,0,0
4563,840,'1982',Yes,1,0
2316,1120,'1973',No,0,100
4530,857,'1977',Yes,1,0
3660,1539,'1980',Yes,0,89
3146,1315,'1986',No,0,93
2197,723,'1991',Yes,0,0
3612,1099,'1993',Yes,1,0
4147,963,'1993',No,1,0
4354,871,'1976',No,1,0
5323,1036,'1970',Yes,1,0
1754,918,'1990',No,1,102
4230,1413,'1990',No,1,59
4520,1025,'1984',Yes,0,0
6010,1293,'1985',Yes,1,0
2113,938,'1988',Yes,1,94
3128,763,'1984',No,1,29
2103,687,'1985',Yes,1,0
2017,701,'1982',No,0,92
2419,1362,'1996',No,0,109
3602,1331,'1986',No,1,98
2965,794,'1995',Yes,0,0
3632,1303,'1985',No,1,19
4334,842,'1981',Yes,0,0
2458,898,'1971',No,1,92
1640,760,'1979',Yes,0,95
3278,1053,'1984',No,1,0
5342,1410,'1990',Yes,1,0
4325,1110,'1969',No,1,94
3991,958,'1985',No,0,0
3135,1073,'1935',No,1,100
3033,1133,'1974',Yes,0,0
3213,1042,'1974',Yes,1,0
914,477,'1989',Yes,1,96
2944,1094,'1985',No,1,96
3943,1121,'1975',No,0,0
2573,972,'1967',Yes,0,50
2109,1197,'1979',Yes,1,99
3109,1190,'1968',Yes,1,52
3345,1207,'1974',Yes,1,0
1452,1521,'1979',No,0,122
4444,1306,'1954',Yes,1,0
3946,1422,'1991',No,1,97
3521,1334,'1975',Yes,1,0
4240,1205,'1991',Yes,0,0
3985,1170,'1995',No,1,51
3182,1335,'1970',Yes,0,94
2516,1221,'1983',No,1,98
2328,1078,'1972',Yes,1,92
3010,1283,'1963',No,0,98
4722,1296,'1991',No,1,0
3154,1378,'1993',Yes,1,84
4072,1315,'1981',No,1,74
3534,1041,'1936',No,1,102
3238,1073,'1970',Yes,1,0
2954,691,'1991',No,1,0
2446,601,'1993',No,0,54
2528,979,'1992',No,1,92
3535,940,'1984',Yes,1,0
5027,1639,'1992',Yes,1,0
2371,1206,'1988',Yes,0,94
4490,1095,'1991',No,0,12
3602,1138,'1988',Yes,1,0
3155,818,'1981',No,1,0
4090,1327,'1991',No,1,83
3268,766,'1978',Yes,1,0
3731,1178,'1985',Yes,1,0
1999,1217,'1997',No,1,104
3765,1229,'1980',Yes,1,0
3896,1313,'1977',Yes,1,0
4776,1261,'1984',Yes,1,0
4988,1664,'1979',No,1,11
3909,755,'1981',No,1,0
1042,808,'1986',No,0,114
2141,875,'1995',Yes,1,0
3130,1204,'1985',No,0,95
4630,1213,'1969',No,1,81
5771,1223,'1977',Yes,1,0
2417,982,'1986',Yes,1,0
3301,1220,'1986',No,1,0
1750,729,'1991',Yes,1,91
3613,1075,'1984',Yes,1,0
3605,1150,'1986',No,0,92
3537,1487,'1976',Yes,1,0
3530,1116,'1983',Yes,0,0
2658,1158,'1964',No,1,100
3561,1309,'1984',Yes,0,1
842,1064,'1974',Yes,1,135
3036,1209,'1977',Yes,1,0
5477,1435,'1977',No,1,60
3467,1188,'1983',Yes,1,0
3298,1210,'1965',No,1,96
3563,1035,'1972',No,1,0
3281,913,'1980',Yes,1,0
3870,1479,'1978',No,1,70
3284,1115,'1989',Yes,1,0
3364,979,'1960',Yes,1,0
3755,707,'1981',Yes,0,0
3159,1256,'1965',Yes,1,57
2618,977,'1986',Yes,1,0
5167,1250,'1990',Yes,1,0
4053,1392,'1975',Yes,1,0
4558,1407,'1962',Yes,1,0
3571,985,'1967',No,1,93
4177,1083,'1968',No,1,37
4375,817,'1992',Yes,1,0
4621,1017,'1957',No,1,0
3519,1304,'1988',No,1,82
2208,620,'1987',Yes,1,0
3932,613,'1959',No,1,0
3810,1235,'1990',Yes,1,0
3038,756,'1982',Yes,1,0
2784,752,'1988',No,1,0
3429,1329,'1973',No,1,95
5326,777,'1975',Yes,1,0
4642,692,'1951',No,1,0
3661,1017,'1991',No,1,29
5401,1117,'1973',No,1,0
4227,1343,'1970',Yes,0,0
4352,931,'1979',Yes,0,0
3092,1069,'1943',No,1,93
3501,870,'1982',Yes,1,0
2351,831,'1978',Yes,1,0
3046,1086,'1979',Yes,0,0
3662,813,'1982',Yes,1,0
1658,653,'1986',Yes,1,0
3898,1275,'1992',No,1,93
2222,1115,'1975',Yes,0,98
2584,1299,'1990',No,1,99
2162,1451,'1984',Yes,1,108
1566,1052,'1957',No,0,112
2698,1299,'1992',No,0,97
4439,1104,'1960',Yes,0,0
4858,892,'1983',No,0,0
4123,947,'1992',Yes,0,0
4943,1345,'1980',No,0,0
3616,998,'1966',No,1,62
4949,1491,'1978',Yes,1,0
1471,575,'1968',Yes,0,21
3572,850,'1956',No,1,0
4379,1077,'1983',No,1,0
2575,699,'1991',Yes,1,0
3255,1116,'1978',Yes,1,0
3380,893,'1951',No,0,0
3884,1220,'1992',Yes,0,28
2548,1025,'1986',No,1,93
4045,980,'1986',Yes,1,0
3583,1426,'1957',No,1,94
4484,1251,'1989',Yes,0,0
3199,1274,'1988',Yes,1,22
1904,1033,'1995',Yes,0,97
3776,922,'1975',Yes,1,0
4160,707,'1987',No,0,0
4994,1511,'1981',Yes,1,0
3753,993,'1985',No,0,28
3769,999,'1981',No,1,0
4439,975,'1990',Yes,0,0
2065,788,'1956',No,1,93
4399,1074,'1976',No,1,0
5757,1543,'1979',Yes,1,0
4565,1105,'1973',Yes,0,0
4635,1134,'1983',Yes,0,0
3735,855,'1993',No,1,87
3392,558,'1982',Yes,1,0
3465,1101,'1991',Yes,1,0
5088,1471,'1975',Yes,1,0
3714,1059,'1978',No,0,0
3506,1345,'1969',Yes,1,0
4124,1313,'1986',No,1,9
2699,1017,'1977',No,1,92
4713,1239,'1984',Yes,1,0
3931,793,'1991',Yes,1,0
3541,1160,'1951',Yes,1,98
2321,970,'1978',No,1,97
4576,1187,'1966',No,0,0
2826,892,'1970',No,1,29
2888,1064,'1949',No,1,96
3582,814,'1993',Yes,1,0
4696,1110,'1992',No,1,0
5361,1033,'1983',Yes,1,0
4613,1242,'1984',No,0,0
2997,973,'1957',No,1,95
4520,1143,'1987',Yes,1,0
3410,1101,'1988',No,1,82
5392,1162,'1983',Yes,0,0
4821,1490,'1974',Yes,0,0
4571,1468,'1989',Yes,1,0
2351,1041,'1948',No,0,101
3267,1429,'1962',Yes,1,92
3990,1384,'1987',Yes,0,0
3376,937,'1981',No,1,64
4104,1237,'1970',No,1,2
2445,911,'1989',No,1,96
3668,946,'1972',Yes,1,0
5368,1180,'1987',Yes,0,0
5562,957,'1972',Yes,1,0
2470,891,'1981',Yes,0,0
2314,893,'1975',Yes,1,88
2243,959,'1968',Yes,1,70
3198,1024,'1980',Yes,0,0
3797,1213,'1987',No,1,93
5008,1079,'1981',Yes,1,0
3490,934,'1988',No,0,0
3401,944,'1981',Yes,1,0
1907,1303,'1942',Yes,0,106
3191,1220,'1991',Yes,0,93
3023,1037,'1982',No,1,93
3152,1335,'1974',Yes,1,64
4513,1420,'1986',No,0,50
3156,1202,'1986',Yes,1,0
5149,1305,'1960',Yes,0,0
3326,1168,'1975',No,1,93
3068,923,'1992',Yes,1,0
4757,1605,'1990',No,1,94
4568,1035,'1989',Yes,0,0
4765,1292,'1973',No,0,0
2098,830,'1966',No,1,95
3719,1242,'1993',No,0,93
3052,831,'1975',Yes,1,0
2641,578,'1968',Yes,1,0
2356,1147,'1982',Yes,1,94
3447,1170,'1990',Yes,1,56
3413,1016,'1975',Yes,1,0
3012,1560,'1982',No,0,103
3169,767,'1974',No,1,0
3274,980,'1984',Yes,1,0
2898,762,'1983',Yes,1,0
4274,1213,'1973',Yes,0,0
1526,635,'1982',No,1,98
3733,1237,'1979',No,0,0
4124,1166,'1988',Yes,0,0
3247,1082,'1978',No,1,92
3025,1120,'1958',Yes,1,92
2745,912,'1987',Yes,1,0
2815,781,'1992',Yes,1,0
3707,1113,'1966',No,1,95
5001,1278,'1983',Yes,0,0
4560,975,'1984',No,0,0
2361,841,'1987',No,1,92
3392,1041,'1971',No,1,93
4298,1278,'1986',No,1,7
3505,1218,'1987',Yes,0,19
4514,1406,'1951',Yes,1,4
3086,856,'1984',Yes,1,0
3950,1106,'1968',No,1,0
4138,954,'1983',No,1,0
3449,1138,'1986',Yes,0,0
3569,817,'1989',Yes,1,0
3735,1005,'1982',Yes,1,0
3035,914,'1985',No,1,50
1727,1042,'1957',No,1,106
4724,1272,'1988',No,1,22
3931,1097,'1953',Yes,1,76
4695,1146,'1984',No,0,0
2884,1113,'1982',Yes,1,0
3843,1214,'1990',Yes,1,0
3950,1416,'1984',Yes,1,0
1224,1077,'1995',Yes,1,114
3831,1259,'1935',No,1,97
4058,1161,'1967',No,0,92
4069,1210,'1975',Yes,1,0
3357,1405,'1985',Yes,1,95
3322,747,'1971',Yes,1,0
2459,1093,'1989',Yes,1,95
5433,1015,'1992',No,1,0
6077,1364,'1959',Yes,1,0
3626,1152,'1987',Yes,1,0
3247,1043,'1977',Yes,0,0
2371,1145,'1991',No,0,96
2853,1064,'1979',No,1,95
4415,987,'1981',Yes,1,0
1990,889,'1986',Yes,1,0
1704,1334,'1992',Yes,0,107
2626,862,'1974',No,1,0
3779,1154,'1987',No,1,3
2891,938,'1991',Yes,0,0
4013,1210,'1971',Yes,1,0
3603,1257,'1973',Yes,0,0
3323,1133,'1974',No,0,0
2029,1424,'1987',Yes,0,104
3612,1110,'1972',Yes,0,0
3505,1148,'1991',Yes,1,69
3672,1149,'1981',Yes,1,0
1033,725,'1975',Yes,1,105
3012,1271,'1975',No,0,97
2737,744,'1977',Yes,1,0
2049,1050,'1988',No,0,99
2840,1250,'1973',Yes,0,92
3278,1073,'1961',No,1,93
3663,997,'1975',No,1,0
3426,1075,'1983',No,0,0
3097,661,'1983',No,0,0
3508,956,'1965',No,1,93
4718,1272,'1990',Yes,0,0
3045,1069,'1986',No,0,94
2804,1433,'1975',Yes,1,99
5413,1587,'1961',No,1,94
815,505,'1994',Yes,1,100
2169,711,'1960',No,1,94
2066,846,'1964',Yes,0,91
3679,1101,'1979',No,1,94
2377,760,'1979',No,0,95
2940,1017,'1987',No,0,80
2837,883,'1950',No,0,94
3899,1174,'1986',No,1,0
2067,1519,'1968',Yes,1,104
3879,979,'1994',No,1,0
3235,1079,'1992',Yes,0,0
2769,895,'1982',Yes,0,23
4682,1509,'1990',No,1,93
4966,1152,'1979',No,1,0
1985,835,'1986',Yes,1,0
4391,1628,'1985',Yes,1,0
4067,1114,'1979',No,1,0
3058,1260,'1988',No,1,97
3689,1211,'1985',Yes,1,0
4169,1267,'1987',Yes,0,0
3964,1346,'1971',No,1,92
3263,1156,'1994',No,1,98
2290,915,'1981',Yes,1,93
3584,1096,'1971',No,1,94
699,669,'1950',Yes,1,116
2551,1106,'1961',Yes,0,21
3927,1143,'1988',Yes,1,0
3008,1075,'1965',No,1,77
4402,1309,'1978',No,0,92
2631,860,'1977',Yes,0,0
3579,967,'1971',Yes,0,0
1947,1286,'1973',No,1,110
3323,1135,'1986',No,1,93
4698,1047,'1976',Yes,1,0
4563,1533,'1984',No,1,93
2732,857,'1992',Yes,1,0
4301,1335,'1983',Yes,0,0
1533,741,'1990',No,1,96
2813,1280,'1990',Yes,0,94
3708,1587,'1986',Yes,0,93
3367,1089,'1987',Yes,0,69
1798,1070,'1990',No,1,107
2775,990,'1967',No,0,93
1773,1306,'1985',Yes,0,106
3870,1329,'1976',Yes,1,0
4666,1189,'1974',No,1,0
2449,1152,'1995',No,1,97
3052,1119,'1990',Yes,1,0
5017,1124,'1983',Yes,1,0
4726,1213,'1988',No,1,0
3374,1170,'1994',Yes,1,92
2828,893,'1987',No,1,0
5533,986,'1989',Yes,1,0
2352,747,'1980',No,0,91
